Data,Ryzyko_RF,Prawd_RF,Ryzyko_LSTM,Prawd_LSTM,Alert_Systemowy
2023-10-17,wysokie,0.678,wysokie,0.83,TAK
2023-10-18,niskie,0.473,wysokie,0.653,TAK
2023-10-19,średnie,0.633,średnie,0.545,NIE
2023-10-20,wysokie,0.683,średnie,0.601,TAK
2023-10-21,wysokie,0.744,wysokie,0.712,TAK
2023-10-22,niskie,0.434,wysokie,0.65,TAK
2023-10-23,niskie,0.319,niskie,0.295,NIE
2023-10-24,niskie,0.221,niskie,0.205,NIE
2023-10-25,niskie,0.467,średnie,0.569,NIE
2023-10-26,niskie,0.468,średnie,0.583,NIE
2023-10-27,niskie,0.484,niskie,0.472,NIE
2023-10-28,wysokie,0.762,niskie,0.434,TAK
2023-10-29,wysokie,0.66,niskie,0.363,TAK
2023-10-30,niskie,0.462,niskie,0.399,NIE
2023-10-31,średnie,0.564,średnie,0.573,NIE
2023-11-01,wysokie,0.664,średnie,0.504,TAK
2023-11-02,średnie,0.569,średnie,0.534,NIE
2023-11-03,średnie,0.584,wysokie,0.825,TAK
2023-11-04,wysokie,0.671,wysokie,0.924,TAK
2023-11-05,średnie,0.535,wysokie,0.915,TAK
2023-11-06,wysokie,0.652,wysokie,0.926,TAK
2023-11-07,niskie,0.401,wysokie,0.729,TAK
2023-11-08,niskie,0.246,średnie,0.505,NIE
2023-11-09,niskie,0.405,średnie,0.536,NIE
2023-11-10,niskie,0.273,niskie,0.497,NIE
2023-11-11,niskie,0.214,niskie,0.248,NIE
2023-11-12,niskie,0.254,niskie,0.123,NIE
2023-11-13,niskie,0.258,niskie,0.062,NIE
2023-11-14,średnie,0.617,niskie,0.343,NIE
2023-11-15,wysokie,0.852,wysokie,0.738,TAK
2023-11-16,wysokie,0.763,średnie,0.622,TAK
2023-11-17,wysokie,0.744,średnie,0.607,TAK
2023-11-18,średnie,0.553,niskie,0.374,NIE
2023-11-19,niskie,0.49,średnie,0.528,NIE
2023-11-20,niskie,0.194,niskie,0.484,NIE
2023-11-21,średnie,0.534,niskie,0.394,NIE
2023-11-22,niskie,0.365,niskie,0.19,NIE
2023-11-23,wysokie,0.688,średnie,0.63,TAK
2023-11-24,wysokie,0.684,wysokie,0.793,TAK
2023-11-25,wysokie,0.921,wysokie,0.878,TAK
2023-11-26,wysokie,0.846,wysokie,0.765,TAK
2023-11-27,wysokie,0.667,wysokie,0.661,TAK
2023-11-28,średnie,0.595,średnie,0.577,NIE
2023-11-29,niskie,0.281,niskie,0.411,NIE
2023-11-30,niskie,0.165,niskie,0.114,NIE
2023-12-01,niskie,0.138,niskie,0.029,NIE
2023-12-02,niskie,0.495,niskie,0.019,NIE
2023-12-03,niskie,0.435,niskie,0.012,NIE
2023-12-04,niskie,0.204,niskie,0.004,NIE
2023-12-05,niskie,0.059,niskie,0.005,NIE
2023-12-06,niskie,0.05,niskie,0.004,NIE
2023-12-07,niskie,0.029,niskie,0.005,NIE
2023-12-08,niskie,0.033,niskie,0.01,NIE
2023-12-09,niskie,0.14,niskie,0.025,NIE
2023-12-10,niskie,0.19,niskie,0.036,NIE
2023-12-11,niskie,0.332,niskie,0.08,NIE
2023-12-12,niskie,0.285,niskie,0.028,NIE
2023-12-13,niskie,0.203,niskie,0.015,NIE
2023-12-14,średnie,0.526,niskie,0.029,NIE
2023-12-15,niskie,0.421,niskie,0.025,NIE
2023-12-16,niskie,0.252,niskie,0.021,NIE
2023-12-17,niskie,0.172,niskie,0.095,NIE
2023-12-18,niskie,0.176,niskie,0.254,NIE
2023-12-19,niskie,0.476,średnie,0.577,NIE
2023-12-20,wysokie,0.668,wysokie,0.806,TAK
2023-12-21,wysokie,0.867,wysokie,0.945,TAK
2023-12-22,wysokie,0.927,wysokie,0.978,TAK
2023-12-23,wysokie,0.932,wysokie,0.991,TAK
2023-12-24,wysokie,0.925,wysokie,0.983,TAK
2023-12-25,wysokie,0.765,wysokie,0.974,TAK
2023-12-26,wysokie,0.858,wysokie,0.967,TAK
2023-12-27,wysokie,0.923,wysokie,0.959,TAK
2023-12-28,wysokie,0.774,wysokie,0.892,TAK
2023-12-29,wysokie,0.669,wysokie,0.824,TAK
2023-12-30,wysokie,0.873,wysokie,0.886,TAK
2023-12-31,wysokie,0.706,wysokie,0.863,TAK
2024-01-01,wysokie,0.728,wysokie,0.755,TAK
2024-01-02,wysokie,0.792,wysokie,0.728,TAK
2024-01-03,wysokie,0.714,wysokie,0.745,TAK
2024-01-04,wysokie,0.828,wysokie,0.791,TAK
2024-01-05,wysokie,0.705,średnie,0.623,TAK
2024-01-06,niskie,0.467,niskie,0.222,NIE
2024-01-07,niskie,0.33,niskie,0.133,NIE
2024-01-08,niskie,0.254,niskie,0.068,NIE
2024-01-09,niskie,0.091,niskie,0.075,NIE
2024-01-10,niskie,0.145,niskie,0.148,NIE
2024-01-11,niskie,0.412,niskie,0.267,NIE
2024-01-12,niskie,0.48,niskie,0.413,NIE
2024-01-13,niskie,0.429,wysokie,0.741,TAK
2024-01-14,niskie,0.441,wysokie,0.796,TAK
2024-01-15,wysokie,0.829,wysokie,0.851,TAK
2024-01-16,wysokie,0.745,wysokie,0.838,TAK
2024-01-17,niskie,0.388,wysokie,0.666,TAK
2024-01-18,niskie,0.357,średnie,0.605,NIE
2024-01-19,średnie,0.517,średnie,0.538,NIE
2024-01-20,wysokie,0.867,wysokie,0.666,TAK
2024-01-21,średnie,0.615,wysokie,0.714,TAK
2024-01-22,wysokie,0.682,wysokie,0.826,TAK
2024-01-23,średnie,0.568,wysokie,0.834,TAK
2024-01-24,wysokie,0.776,wysokie,0.896,TAK
2024-01-25,wysokie,0.928,wysokie,0.96,TAK
2024-01-26,wysokie,0.856,wysokie,0.962,TAK
2024-01-27,wysokie,0.821,wysokie,0.946,TAK
2024-01-28,średnie,0.509,wysokie,0.848,TAK
2024-01-29,niskie,0.27,wysokie,0.721,TAK
2024-01-30,niskie,0.231,wysokie,0.709,TAK
2024-01-31,niskie,0.303,wysokie,0.711,TAK
2024-02-01,średnie,0.553,wysokie,0.72,TAK
2024-02-02,wysokie,0.692,wysokie,0.812,TAK
2024-02-03,średnie,0.611,wysokie,0.736,TAK
2024-02-04,wysokie,0.769,wysokie,0.781,TAK
2024-02-05,wysokie,0.838,wysokie,0.807,TAK
2024-02-06,wysokie,0.904,wysokie,0.906,TAK
2024-02-07,wysokie,0.953,wysokie,0.964,TAK
2024-02-08,wysokie,0.73,wysokie,0.912,TAK
2024-02-09,wysokie,0.661,wysokie,0.819,TAK
2024-02-10,wysokie,0.754,wysokie,0.836,TAK
2024-02-11,wysokie,0.805,wysokie,0.789,TAK
2024-02-12,wysokie,0.86,wysokie,0.762,TAK
2024-02-13,wysokie,0.963,wysokie,0.664,TAK
2024-02-14,średnie,0.634,niskie,0.124,NIE
2024-02-15,niskie,0.34,niskie,0.173,NIE
2024-02-16,niskie,0.207,niskie,0.315,NIE
2024-02-17,niskie,0.459,niskie,0.497,NIE
2024-02-18,niskie,0.421,średnie,0.515,NIE
2024-02-19,niskie,0.474,średnie,0.644,NIE
2024-02-20,niskie,0.345,średnie,0.582,NIE
2024-02-21,średnie,0.582,wysokie,0.685,TAK
2024-02-22,niskie,0.484,wysokie,0.79,TAK
2024-02-23,średnie,0.517,wysokie,0.807,TAK
2024-02-24,wysokie,0.679,wysokie,0.793,TAK
2024-02-25,średnie,0.604,wysokie,0.765,TAK
2024-02-26,niskie,0.462,średnie,0.585,NIE
2024-02-27,niskie,0.476,średnie,0.626,NIE
2024-02-28,niskie,0.465,niskie,0.498,NIE
2024-02-29,niskie,0.286,niskie,0.297,NIE
2024-03-01,niskie,0.206,niskie,0.235,NIE
2024-03-02,niskie,0.151,niskie,0.152,NIE
2024-03-03,niskie,0.17,niskie,0.075,NIE
2024-03-04,niskie,0.122,niskie,0.029,NIE
2024-03-05,niskie,0.127,niskie,0.013,NIE
2024-03-06,niskie,0.155,niskie,0.008,NIE
2024-03-07,niskie,0.108,niskie,0.005,NIE
2024-03-08,niskie,0.089,niskie,0.014,NIE
2024-03-09,niskie,0.142,niskie,0.029,NIE
2024-03-10,niskie,0.197,niskie,0.032,NIE
2024-03-11,niskie,0.329,niskie,0.177,NIE
2024-03-12,niskie,0.23,niskie,0.145,NIE
2024-03-13,niskie,0.164,niskie,0.024,NIE
2024-03-14,niskie,0.115,niskie,0.006,NIE
2024-03-15,niskie,0.076,niskie,0.007,NIE
2024-03-16,niskie,0.185,niskie,0.012,NIE
2024-03-17,niskie,0.299,niskie,0.014,NIE
2024-03-18,niskie,0.225,niskie,0.007,NIE
2024-03-19,niskie,0.12,niskie,0.005,NIE
2024-03-20,niskie,0.173,niskie,0.013,NIE
2024-03-21,niskie,0.191,niskie,0.035,NIE
2024-03-22,niskie,0.31,niskie,0.115,NIE
2024-03-23,niskie,0.289,niskie,0.178,NIE
2024-03-24,niskie,0.232,niskie,0.07,NIE
2024-03-25,niskie,0.155,niskie,0.026,NIE
2024-03-26,niskie,0.213,niskie,0.005,NIE
2024-03-27,niskie,0.178,niskie,0.011,NIE
2024-03-28,niskie,0.225,niskie,0.009,NIE
2024-03-29,niskie,0.065,niskie,0.005,NIE
2024-03-30,niskie,0.062,niskie,0.012,NIE
2024-03-31,niskie,0.056,niskie,0.015,NIE
2024-04-01,niskie,0.1,niskie,0.042,NIE
2024-04-02,niskie,0.108,niskie,0.03,NIE
2024-04-03,niskie,0.084,niskie,0.062,NIE
2024-04-04,niskie,0.1,niskie,0.09,NIE
2024-04-05,niskie,0.256,niskie,0.189,NIE
2024-04-06,niskie,0.142,niskie,0.087,NIE
2024-04-07,niskie,0.075,niskie,0.025,NIE
2024-04-08,niskie,0.08,niskie,0.013,NIE
2024-04-09,niskie,0.106,niskie,0.014,NIE
2024-04-10,niskie,0.116,niskie,0.012,NIE
2024-04-11,niskie,0.121,niskie,0.006,NIE
2024-04-12,niskie,0.05,niskie,0.015,NIE
2024-04-13,niskie,0.024,niskie,0.077,NIE
2024-04-14,niskie,0.224,niskie,0.359,NIE
2024-04-15,niskie,0.233,średnie,0.516,NIE
2024-04-16,niskie,0.269,wysokie,0.669,TAK
2024-04-17,niskie,0.262,wysokie,0.852,TAK
2024-04-18,niskie,0.152,średnie,0.557,NIE
2024-04-19,niskie,0.281,niskie,0.175,NIE
2024-04-20,niskie,0.333,niskie,0.469,NIE
2024-04-21,niskie,0.256,niskie,0.251,NIE
2024-04-22,niskie,0.219,niskie,0.071,NIE
2024-04-23,niskie,0.082,niskie,0.049,NIE
2024-04-24,niskie,0.145,niskie,0.069,NIE
2024-04-25,niskie,0.142,niskie,0.109,NIE
2024-04-26,niskie,0.056,niskie,0.062,NIE
2024-04-27,niskie,0.028,niskie,0.009,NIE
2024-04-28,niskie,0.03,niskie,0.003,NIE
2024-04-29,niskie,0.034,niskie,0.002,NIE
2024-04-30,niskie,0.025,niskie,0.002,NIE
2024-05-01,niskie,0.009,niskie,0.006,NIE
2024-05-02,niskie,0.037,niskie,0.019,NIE
2024-05-03,niskie,0.045,niskie,0.026,NIE
2024-05-04,niskie,0.016,niskie,0.013,NIE
2024-05-05,niskie,0.15,niskie,0.102,NIE
2024-05-06,niskie,0.116,niskie,0.24,NIE
2024-05-07,niskie,0.283,niskie,0.303,NIE
2024-05-08,niskie,0.119,niskie,0.059,NIE
2024-05-09,niskie,0.044,niskie,0.062,NIE
2024-05-10,niskie,0.048,niskie,0.067,NIE
2024-05-11,niskie,0.065,niskie,0.089,NIE
2024-05-12,niskie,0.026,niskie,0.043,NIE
2024-05-13,niskie,0.013,niskie,0.048,NIE
2024-05-14,niskie,0.005,niskie,0.028,NIE
2024-05-15,niskie,0.027,niskie,0.013,NIE
2024-05-16,niskie,0.016,niskie,0.006,NIE
2024-05-17,niskie,0.024,niskie,0.008,NIE
2024-05-18,niskie,0.023,niskie,0.011,NIE
2024-05-19,niskie,0.027,niskie,0.013,NIE
2024-05-20,niskie,0.012,niskie,0.008,NIE
2024-05-21,niskie,0.011,niskie,0.006,NIE
2024-05-22,niskie,0.007,niskie,0.006,NIE
2024-05-23,niskie,0.034,niskie,0.01,NIE
2024-05-24,niskie,0.058,niskie,0.008,NIE
2024-05-25,niskie,0.027,niskie,0.005,NIE
2024-05-26,niskie,0.03,niskie,0.004,NIE
2024-05-27,niskie,0.029,niskie,0.005,NIE
2024-05-28,niskie,0.033,niskie,0.008,NIE
2024-05-29,niskie,0.093,niskie,0.009,NIE
2024-05-30,niskie,0.04,niskie,0.011,NIE
2024-05-31,niskie,0.042,niskie,0.012,NIE
2024-06-01,niskie,0.011,niskie,0.007,NIE
2024-06-02,niskie,0.03,niskie,0.005,NIE
2024-06-03,niskie,0.017,niskie,0.004,NIE
2024-06-04,niskie,0.029,niskie,0.003,NIE
2024-06-05,niskie,0.04,niskie,0.01,NIE
2024-06-06,niskie,0.083,niskie,0.019,NIE
2024-06-07,niskie,0.071,niskie,0.016,NIE
2024-06-08,niskie,0.13,niskie,0.048,NIE
2024-06-09,niskie,0.12,niskie,0.109,NIE
2024-06-10,niskie,0.083,niskie,0.098,NIE
2024-06-11,niskie,0.104,niskie,0.127,NIE
2024-06-12,niskie,0.159,niskie,0.137,NIE
2024-06-13,niskie,0.13,niskie,0.084,NIE
2024-06-14,niskie,0.079,niskie,0.033,NIE
2024-06-15,niskie,0.1,niskie,0.019,NIE
2024-06-16,niskie,0.133,niskie,0.023,NIE
2024-06-17,niskie,0.039,niskie,0.014,NIE
2024-06-18,niskie,0.009,niskie,0.008,NIE
2024-06-19,niskie,0.097,niskie,0.022,NIE
2024-06-20,niskie,0.127,niskie,0.046,NIE
2024-06-21,niskie,0.039,niskie,0.028,NIE
2024-06-22,niskie,0.208,niskie,0.194,NIE
2024-06-23,niskie,0.17,średnie,0.615,NIE
2024-06-24,niskie,0.116,niskie,0.185,NIE
2024-06-25,niskie,0.021,niskie,0.04,NIE
2024-06-26,niskie,0.027,niskie,0.015,NIE
2024-06-27,niskie,0.027,niskie,0.008,NIE
2024-06-28,niskie,0.076,niskie,0.034,NIE
2024-06-29,niskie,0.17,niskie,0.233,NIE
2024-06-30,niskie,0.257,niskie,0.098,NIE
2024-07-01,niskie,0.117,niskie,0.272,NIE
2024-07-02,niskie,0.15,niskie,0.106,NIE
2024-07-03,niskie,0.131,niskie,0.1,NIE
2024-07-04,niskie,0.096,niskie,0.1,NIE
2024-07-05,niskie,0.091,niskie,0.051,NIE
2024-07-06,niskie,0.059,niskie,0.031,NIE
2024-07-07,niskie,0.155,niskie,0.07,NIE
2024-07-08,niskie,0.061,niskie,0.041,NIE
2024-07-09,niskie,0.043,niskie,0.016,NIE
2024-07-10,niskie,0.111,niskie,0.077,NIE
2024-07-11,niskie,0.124,niskie,0.255,NIE
2024-07-12,niskie,0.131,niskie,0.291,NIE
2024-07-13,niskie,0.236,niskie,0.223,NIE
2024-07-14,niskie,0.136,średnie,0.606,NIE
2024-07-15,niskie,0.123,niskie,0.08,NIE
2024-07-16,niskie,0.09,niskie,0.035,NIE
2024-07-17,niskie,0.174,niskie,0.167,NIE
2024-07-18,niskie,0.083,niskie,0.022,NIE
2024-07-19,niskie,0.076,niskie,0.011,NIE
2024-07-20,niskie,0.015,niskie,0.009,NIE
2024-07-21,niskie,0.034,niskie,0.004,NIE
2024-07-22,niskie,0.031,niskie,0.006,NIE
2024-07-23,niskie,0.036,niskie,0.01,NIE
2024-07-24,niskie,0.1,niskie,0.055,NIE
2024-07-25,niskie,0.114,niskie,0.265,NIE
2024-07-26,niskie,0.038,niskie,0.128,NIE
2024-07-27,niskie,0.014,niskie,0.061,NIE
2024-07-28,niskie,0.122,niskie,0.201,NIE
2024-07-29,niskie,0.384,średnie,0.64,NIE
2024-07-30,niskie,0.09,niskie,0.119,NIE
2024-07-31,niskie,0.023,niskie,0.015,NIE
2024-08-01,niskie,0.008,niskie,0.009,NIE
2024-08-02,niskie,0.027,niskie,0.009,NIE
2024-08-03,niskie,0.006,niskie,0.01,NIE
2024-08-04,niskie,0.058,niskie,0.014,NIE
2024-08-05,niskie,0.063,niskie,0.067,NIE
2024-08-06,niskie,0.048,niskie,0.053,NIE
2024-08-07,niskie,0.015,niskie,0.022,NIE
2024-08-08,niskie,0.009,niskie,0.02,NIE
2024-08-09,niskie,0.035,niskie,0.068,NIE
2024-08-10,niskie,0.08,niskie,0.14,NIE
2024-08-11,niskie,0.092,niskie,0.058,NIE
2024-08-12,niskie,0.053,niskie,0.037,NIE
2024-08-13,niskie,0.016,niskie,0.042,NIE
2024-08-14,niskie,0.032,niskie,0.024,NIE
2024-08-15,niskie,0.019,niskie,0.018,NIE
2024-08-16,niskie,0.023,niskie,0.013,NIE
2024-08-17,niskie,0.015,niskie,0.01,NIE
2024-08-18,niskie,0.03,niskie,0.019,NIE
2024-08-19,niskie,0.12,niskie,0.102,NIE
2024-08-20,niskie,0.033,niskie,0.137,NIE
2024-08-21,niskie,0.175,niskie,0.464,NIE
2024-08-22,niskie,0.125,średnie,0.643,NIE
2024-08-23,niskie,0.074,niskie,0.346,NIE
2024-08-24,niskie,0.075,niskie,0.226,NIE
2024-08-25,niskie,0.144,niskie,0.179,NIE
2024-08-26,niskie,0.134,niskie,0.057,NIE
2024-08-27,niskie,0.03,niskie,0.028,NIE
2024-08-28,niskie,0.046,niskie,0.012,NIE
2024-08-29,niskie,0.051,niskie,0.021,NIE
2024-08-30,niskie,0.053,niskie,0.015,NIE
2024-08-31,niskie,0.077,niskie,0.065,NIE
2024-09-01,niskie,0.126,niskie,0.079,NIE
2024-09-02,niskie,0.018,niskie,0.045,NIE
2024-09-03,niskie,0.019,niskie,0.047,NIE
2024-09-04,niskie,0.022,niskie,0.045,NIE
2024-09-05,niskie,0.017,niskie,0.037,NIE
2024-09-06,niskie,0.01,niskie,0.024,NIE
2024-09-07,niskie,0.033,niskie,0.02,NIE
2024-09-08,niskie,0.061,niskie,0.03,NIE
2024-09-09,niskie,0.255,niskie,0.137,NIE
2024-09-10,niskie,0.13,niskie,0.278,NIE
2024-09-11,niskie,0.094,niskie,0.321,NIE
2024-09-12,niskie,0.302,wysokie,0.763,TAK
2024-09-13,niskie,0.366,wysokie,0.819,TAK
2024-09-14,średnie,0.564,wysokie,0.768,TAK
2024-09-15,średnie,0.53,średnie,0.603,NIE
2024-09-16,niskie,0.154,niskie,0.39,NIE
2024-09-17,niskie,0.09,niskie,0.16,NIE
2024-09-18,niskie,0.071,niskie,0.051,NIE
2024-09-19,niskie,0.037,niskie,0.021,NIE
2024-09-20,niskie,0.032,niskie,0.017,NIE
2024-09-21,niskie,0.027,niskie,0.022,NIE
2024-09-22,niskie,0.061,niskie,0.058,NIE
2024-09-23,niskie,0.155,niskie,0.18,NIE
2024-09-24,niskie,0.13,niskie,0.358,NIE
2024-09-25,niskie,0.119,niskie,0.39,NIE
2024-09-26,niskie,0.159,średnie,0.557,NIE
2024-09-27,niskie,0.154,średnie,0.562,NIE
2024-09-28,niskie,0.277,wysokie,0.777,TAK
2024-09-29,niskie,0.323,wysokie,0.71,TAK
2024-09-30,niskie,0.15,niskie,0.465,NIE
2024-10-01,niskie,0.253,średnie,0.573,NIE
2024-10-02,niskie,0.189,średnie,0.615,NIE
2024-10-03,niskie,0.313,wysokie,0.736,TAK
2024-10-04,niskie,0.456,wysokie,0.773,TAK
2024-10-05,niskie,0.318,niskie,0.483,NIE
2024-10-06,niskie,0.257,niskie,0.147,NIE
2024-10-07,niskie,0.178,niskie,0.118,NIE
2024-10-08,niskie,0.117,niskie,0.104,NIE
2024-10-09,niskie,0.299,niskie,0.13,NIE
2024-10-10,niskie,0.305,niskie,0.138,NIE
2024-10-11,niskie,0.416,niskie,0.368,NIE
2024-10-12,niskie,0.275,niskie,0.212,NIE
2024-10-13,średnie,0.586,średnie,0.56,NIE
2024-10-14,niskie,0.461,średnie,0.643,NIE
2024-10-15,niskie,0.496,wysokie,0.684,TAK
2024-10-16,niskie,0.278,średnie,0.552,NIE
2024-10-17,niskie,0.2,średnie,0.507,NIE
2024-10-18,niskie,0.103,niskie,0.491,NIE
2024-10-19,niskie,0.134,niskie,0.484,NIE
2024-10-20,niskie,0.128,niskie,0.229,NIE
2024-10-21,niskie,0.04,niskie,0.203,NIE
2024-10-22,niskie,0.102,niskie,0.283,NIE
2024-10-23,niskie,0.207,niskie,0.383,NIE
2024-10-24,niskie,0.096,niskie,0.132,NIE
2024-10-25,niskie,0.174,niskie,0.248,NIE
2024-10-26,niskie,0.065,niskie,0.276,NIE
2024-10-27,niskie,0.096,niskie,0.328,NIE
2024-10-28,niskie,0.066,niskie,0.278,NIE
2024-10-29,niskie,0.063,niskie,0.148,NIE
2024-10-30,niskie,0.064,niskie,0.167,NIE
2024-10-31,niskie,0.155,niskie,0.3,NIE
2024-11-01,średnie,0.512,średnie,0.507,NIE
2024-11-02,wysokie,0.719,wysokie,0.829,TAK
2024-11-03,średnie,0.623,wysokie,0.828,TAK
2024-11-04,średnie,0.56,wysokie,0.85,TAK
2024-11-05,niskie,0.162,wysokie,0.798,TAK
2024-11-06,niskie,0.35,wysokie,0.745,TAK
2024-11-07,niskie,0.241,średnie,0.552,NIE
2024-11-08,niskie,0.219,niskie,0.266,NIE
2024-11-09,niskie,0.158,niskie,0.11,NIE
2024-11-10,niskie,0.208,niskie,0.09,NIE
2024-11-11,niskie,0.204,niskie,0.064,NIE
2024-11-12,niskie,0.157,niskie,0.04,NIE
2024-11-13,niskie,0.227,niskie,0.059,NIE
2024-11-14,niskie,0.371,niskie,0.219,NIE
2024-11-15,niskie,0.233,niskie,0.252,NIE
2024-11-16,niskie,0.39,niskie,0.476,NIE
2024-11-17,średnie,0.575,wysokie,0.675,TAK
2024-11-18,średnie,0.647,wysokie,0.768,TAK
2024-11-19,wysokie,0.816,wysokie,0.953,TAK
2024-11-20,wysokie,0.899,wysokie,0.974,TAK
2024-11-21,wysokie,0.744,wysokie,0.956,TAK
2024-11-22,wysokie,0.699,wysokie,0.927,TAK
2024-11-23,wysokie,0.792,wysokie,0.908,TAK
2024-11-24,niskie,0.372,wysokie,0.722,TAK
2024-11-25,niskie,0.31,średnie,0.603,NIE
2024-11-26,niskie,0.346,niskie,0.369,NIE
2024-11-27,niskie,0.224,niskie,0.238,NIE
2024-11-28,wysokie,0.664,średnie,0.595,TAK
2024-11-29,wysokie,0.785,wysokie,0.802,TAK
2024-11-30,niskie,0.306,średnie,0.505,NIE
2024-12-01,niskie,0.364,średnie,0.581,NIE
2024-12-02,niskie,0.45,wysokie,0.67,TAK
2024-12-03,niskie,0.391,wysokie,0.738,TAK
2024-12-04,niskie,0.444,wysokie,0.786,TAK
2024-12-05,niskie,0.368,wysokie,0.692,TAK
2024-12-06,niskie,0.488,średnie,0.527,NIE
2024-12-07,niskie,0.314,niskie,0.448,NIE
2024-12-08,średnie,0.617,niskie,0.399,NIE
2024-12-09,wysokie,0.664,niskie,0.34,TAK
2024-12-10,niskie,0.301,niskie,0.17,NIE
2024-12-11,niskie,0.331,niskie,0.151,NIE
2024-12-12,niskie,0.324,niskie,0.129,NIE
2024-12-13,niskie,0.402,niskie,0.135,NIE
2024-12-14,średnie,0.514,średnie,0.539,NIE
2024-12-15,średnie,0.52,wysokie,0.667,TAK
2024-12-16,średnie,0.588,wysokie,0.742,TAK
2024-12-17,wysokie,0.667,wysokie,0.86,TAK
2024-12-18,średnie,0.573,wysokie,0.909,TAK
2024-12-19,średnie,0.588,wysokie,0.935,TAK
2024-12-20,średnie,0.642,wysokie,0.972,TAK
2024-12-21,średnie,0.612,wysokie,0.96,TAK
2024-12-22,średnie,0.551,wysokie,0.941,TAK
2024-12-23,średnie,0.617,wysokie,0.947,TAK
2024-12-24,wysokie,0.751,wysokie,0.93,TAK
2024-12-25,średnie,0.522,średnie,0.603,NIE
2024-12-26,niskie,0.202,niskie,0.434,NIE
2024-12-27,niskie,0.18,niskie,0.426,NIE
2024-12-28,niskie,0.274,średnie,0.54,NIE
2024-12-29,niskie,0.484,wysokie,0.685,TAK
2024-12-30,niskie,0.414,wysokie,0.732,TAK
2024-12-31,średnie,0.584,wysokie,0.724,TAK
2025-01-01,średnie,0.639,wysokie,0.842,TAK
2025-01-02,wysokie,0.799,wysokie,0.906,TAK
2025-01-03,wysokie,0.863,wysokie,0.913,TAK
2025-01-04,wysokie,0.881,wysokie,0.916,TAK
2025-01-05,wysokie,0.676,wysokie,0.835,TAK
2025-01-06,wysokie,0.854,wysokie,0.877,TAK
2025-01-07,wysokie,0.759,wysokie,0.863,TAK
2025-01-08,średnie,0.61,wysokie,0.682,TAK
2025-01-09,wysokie,0.855,wysokie,0.725,TAK
2025-01-10,wysokie,0.927,wysokie,0.89,TAK
2025-01-11,wysokie,0.931,wysokie,0.938,TAK
2025-01-12,wysokie,0.941,wysokie,0.975,TAK
2025-01-13,wysokie,0.749,wysokie,0.895,TAK
2025-01-14,średnie,0.565,wysokie,0.835,TAK
2025-01-15,średnie,0.619,wysokie,0.859,TAK
2025-01-16,niskie,0.456,wysokie,0.812,TAK
2025-01-17,niskie,0.318,średnie,0.608,NIE
2025-01-18,niskie,0.465,średnie,0.512,NIE
2025-01-19,niskie,0.479,niskie,0.385,NIE
2025-01-20,niskie,0.336,niskie,0.379,NIE
2025-01-21,niskie,0.329,niskie,0.237,NIE
2025-01-22,niskie,0.287,niskie,0.182,NIE
2025-01-23,niskie,0.399,niskie,0.4,NIE
2025-01-24,niskie,0.336,niskie,0.196,NIE
2025-01-25,niskie,0.328,niskie,0.097,NIE
2025-01-26,niskie,0.327,niskie,0.076,NIE
2025-01-27,niskie,0.398,niskie,0.084,NIE
2025-01-28,niskie,0.227,niskie,0.12,NIE
2025-01-29,niskie,0.366,niskie,0.093,NIE
2025-01-30,niskie,0.393,niskie,0.094,NIE
2025-01-31,średnie,0.631,niskie,0.378,NIE
2025-02-01,średnie,0.581,niskie,0.359,NIE
2025-02-02,niskie,0.31,niskie,0.35,NIE
2025-02-03,niskie,0.227,niskie,0.258,NIE
2025-02-04,niskie,0.262,niskie,0.236,NIE
2025-02-05,niskie,0.263,niskie,0.196,NIE
2025-02-06,niskie,0.337,niskie,0.174,NIE
2025-02-07,niskie,0.328,niskie,0.059,NIE
2025-02-08,niskie,0.269,niskie,0.063,NIE
2025-02-09,niskie,0.2,niskie,0.063,NIE
2025-02-10,niskie,0.183,niskie,0.04,NIE
2025-02-11,niskie,0.154,niskie,0.033,NIE
2025-02-12,niskie,0.229,niskie,0.088,NIE
2025-02-13,niskie,0.418,niskie,0.141,NIE
2025-02-14,niskie,0.461,niskie,0.104,NIE
2025-02-15,niskie,0.256,niskie,0.026,NIE
2025-02-16,niskie,0.294,niskie,0.014,NIE
2025-02-17,niskie,0.132,niskie,0.008,NIE
2025-02-18,niskie,0.212,niskie,0.005,NIE
2025-02-19,niskie,0.319,niskie,0.003,NIE
2025-02-20,niskie,0.171,niskie,0.003,NIE
2025-02-21,niskie,0.191,niskie,0.008,NIE
2025-02-22,niskie,0.272,niskie,0.024,NIE
2025-02-23,niskie,0.338,niskie,0.036,NIE
2025-02-24,niskie,0.25,niskie,0.055,NIE
2025-02-25,niskie,0.35,niskie,0.179,NIE
2025-02-26,niskie,0.257,niskie,0.154,NIE
2025-02-27,niskie,0.275,niskie,0.1,NIE
2025-02-28,niskie,0.25,niskie,0.111,NIE
2025-03-01,niskie,0.367,niskie,0.122,NIE
2025-03-02,niskie,0.271,niskie,0.074,NIE
2025-03-03,niskie,0.189,niskie,0.046,NIE
2025-03-04,niskie,0.125,niskie,0.097,NIE
2025-03-05,niskie,0.077,niskie,0.14,NIE
2025-03-06,niskie,0.076,niskie,0.147,NIE
2025-03-07,niskie,0.078,niskie,0.059,NIE
2025-03-08,niskie,0.075,niskie,0.058,NIE
