Data,ryzyko,prawdopodobienstwo,kierunek,epizod_rzeczywisty
2024-05-14,niskie,0.023,↓,0
2024-05-15,niskie,0.014,↓,0
2024-05-16,niskie,0.006,↓,0
2024-05-17,niskie,0.006,↑,0
2024-05-18,niskie,0.009,↑,0
2024-05-19,niskie,0.014,↑,0
2024-05-20,niskie,0.015,↑,0
2024-05-21,niskie,0.014,↓,0
2024-05-22,niskie,0.018,↑,0
2024-05-23,niskie,0.037,↑,0
2024-05-24,niskie,0.041,↑,0
2024-05-25,niskie,0.027,↓,0
2024-05-26,niskie,0.019,↓,0
2024-05-27,niskie,0.015,↓,0
2024-05-28,niskie,0.016,↑,0
2024-05-29,niskie,0.021,↑,0
2024-05-30,niskie,0.033,↑,0
2024-05-31,niskie,0.028,↓,0
2024-06-01,niskie,0.024,↓,0
2024-06-02,niskie,0.023,↓,0
2024-06-03,niskie,0.02,↓,0
2024-06-04,niskie,0.014,↓,0
2024-06-05,niskie,0.031,↑,0
2024-06-06,niskie,0.049,↑,0
2024-06-07,niskie,0.027,↓,0
2024-06-08,niskie,0.055,↑,0
2024-06-09,niskie,0.082,↑,0
2024-06-10,niskie,0.06,↓,0
2024-06-11,niskie,0.076,↑,0
2024-06-12,niskie,0.16,↑,0
2024-06-13,niskie,0.116,↓,0
2024-06-14,niskie,0.07,↓,0
2024-06-15,niskie,0.04,↓,0
2024-06-16,niskie,0.058,↑,0
2024-06-17,niskie,0.043,↓,0
2024-06-18,niskie,0.029,↓,0
2024-06-19,niskie,0.116,↑,0
2024-06-20,niskie,0.119,↑,0
2024-06-21,niskie,0.092,↓,0
2024-06-22,niskie,0.273,↑,0
2024-06-23,niskie,0.451,↑,0
2024-06-24,niskie,0.354,↓,0
2024-06-25,niskie,0.151,↓,0
2024-06-26,niskie,0.102,↓,0
2024-06-27,niskie,0.067,↓,0
2024-06-28,niskie,0.21,↑,0
2024-06-29,niskie,0.32,↑,0
2024-06-30,niskie,0.362,↑,0
2024-07-01,niskie,0.362,↓,0
2024-07-02,niskie,0.293,↓,0
2024-07-03,niskie,0.154,↓,0
2024-07-04,niskie,0.098,↓,0
2024-07-05,niskie,0.044,↓,0
2024-07-06,niskie,0.054,↑,0
2024-07-07,niskie,0.101,↑,0
2024-07-08,niskie,0.119,↑,0
2024-07-09,niskie,0.092,↓,0
2024-07-10,niskie,0.213,↑,0
2024-07-11,niskie,0.318,↑,0
2024-07-12,niskie,0.374,↑,0
2024-07-13,niskie,0.324,↓,0
2024-07-14,niskie,0.442,↑,0
2024-07-15,niskie,0.29,↓,0
2024-07-16,niskie,0.113,↓,0
2024-07-17,niskie,0.203,↑,0
2024-07-18,niskie,0.103,↓,0
2024-07-19,niskie,0.037,↓,0
2024-07-20,niskie,0.062,↑,0
2024-07-21,niskie,0.051,↓,0
2024-07-22,niskie,0.062,↑,0
2024-07-23,niskie,0.051,↓,0
2024-07-24,niskie,0.19,↑,0
2024-07-25,niskie,0.259,↑,0
2024-07-26,niskie,0.179,↓,0
2024-07-27,niskie,0.054,↓,0
2024-07-28,niskie,0.225,↑,0
2024-07-29,niskie,0.405,↑,1
2024-07-30,niskie,0.211,↓,0
2024-07-31,niskie,0.032,↓,0
2024-08-01,niskie,0.037,↑,0
2024-08-02,niskie,0.028,↓,0
2024-08-03,niskie,0.025,↓,0
2024-08-04,niskie,0.049,↑,0
2024-08-05,niskie,0.111,↑,0
2024-08-06,niskie,0.088,↓,0
2024-08-07,niskie,0.057,↓,0
2024-08-08,niskie,0.046,↓,0
2024-08-09,niskie,0.065,↑,0
2024-08-10,niskie,0.085,↑,0
2024-08-11,niskie,0.047,↓,0
2024-08-12,niskie,0.032,↓,0
2024-08-13,niskie,0.033,↑,0
2024-08-14,niskie,0.031,↓,0
2024-08-15,niskie,0.029,↓,0
2024-08-16,niskie,0.029,↓,0
2024-08-17,niskie,0.03,↑,0
2024-08-18,niskie,0.072,↑,0
2024-08-19,niskie,0.16,↑,0
2024-08-20,niskie,0.176,↑,0
2024-08-21,niskie,0.348,↑,0
2024-08-22,niskie,0.37,↑,0
2024-08-23,niskie,0.284,↓,0
2024-08-24,niskie,0.2,↓,0
2024-08-25,niskie,0.246,↑,0
2024-08-26,niskie,0.152,↓,0
2024-08-27,niskie,0.084,↓,0
2024-08-28,niskie,0.043,↓,0
2024-08-29,niskie,0.064,↑,0
2024-08-30,niskie,0.046,↓,0
2024-08-31,niskie,0.131,↑,0
2024-09-01,niskie,0.126,↓,0
2024-09-02,niskie,0.087,↓,0
2024-09-03,niskie,0.069,↓,0
2024-09-04,niskie,0.068,↓,0
2024-09-05,niskie,0.037,↓,0
2024-09-06,niskie,0.031,↓,0
2024-09-07,niskie,0.029,↓,0
2024-09-08,niskie,0.043,↑,0
2024-09-09,niskie,0.116,↑,0
2024-09-10,niskie,0.252,↑,0
2024-09-11,niskie,0.282,↑,0
2024-09-12,średnie,0.54,↑,0
2024-09-13,średnie,0.562,↑,0
2024-09-14,średnie,0.559,↓,1
2024-09-15,niskie,0.414,↓,1
2024-09-16,niskie,0.256,↓,0
2024-09-17,niskie,0.175,↓,0
2024-09-18,niskie,0.062,↓,0
2024-09-19,niskie,0.032,↓,0
2024-09-20,niskie,0.02,↓,0
2024-09-21,niskie,0.031,↑,0
2024-09-22,niskie,0.075,↑,0
2024-09-23,niskie,0.171,↑,0
2024-09-24,niskie,0.374,↑,0
2024-09-25,niskie,0.479,↑,0
2024-09-26,średnie,0.642,↑,0
2024-09-27,wysokie,0.669,↑,0
2024-09-28,wysokie,0.797,↑,0
2024-09-29,wysokie,0.791,↓,0
2024-09-30,średnie,0.568,↓,0
2024-10-01,średnie,0.594,↑,0
2024-10-02,wysokie,0.703,↑,0
2024-10-03,wysokie,0.723,↑,0
2024-10-04,wysokie,0.677,↓,0
2024-10-05,średnie,0.526,↓,0
2024-10-06,niskie,0.225,↓,0
2024-10-07,niskie,0.128,↓,0
2024-10-08,niskie,0.146,↑,0
2024-10-09,niskie,0.172,↑,0
2024-10-10,niskie,0.215,↑,0
2024-10-11,niskie,0.493,↑,0
2024-10-12,niskie,0.445,↓,0
2024-10-13,średnie,0.647,↑,0
2024-10-14,wysokie,0.737,↑,0
2024-10-15,wysokie,0.752,↑,0
2024-10-16,średnie,0.648,↓,0
2024-10-17,średnie,0.615,↓,0
2024-10-18,średnie,0.6,↓,0
2024-10-19,średnie,0.591,↓,0
2024-10-20,niskie,0.352,↓,0
2024-10-21,niskie,0.339,↓,0
2024-10-22,niskie,0.386,↑,0
2024-10-23,niskie,0.49,↑,0
2024-10-24,niskie,0.231,↓,0
2024-10-25,niskie,0.251,↑,0
2024-10-26,niskie,0.301,↑,0
2024-10-27,niskie,0.472,↑,0
2024-10-28,niskie,0.435,↓,0
2024-10-29,niskie,0.302,↓,0
2024-10-30,niskie,0.327,↑,0
2024-10-31,średnie,0.506,↑,0
2024-11-01,średnie,0.619,↑,1
2024-11-02,wysokie,0.854,↑,1
2024-11-03,wysokie,0.855,↑,1
2024-11-04,wysokie,0.875,↑,1
2024-11-05,wysokie,0.823,↓,0
2024-11-06,wysokie,0.81,↓,0
2024-11-07,średnie,0.586,↓,0
2024-11-08,niskie,0.358,↓,0
2024-11-09,niskie,0.109,↓,0
2024-11-10,niskie,0.043,↓,0
2024-11-11,niskie,0.027,↓,0
2024-11-12,niskie,0.014,↓,0
2024-11-13,niskie,0.021,↑,0
2024-11-14,niskie,0.056,↑,0
2024-11-15,niskie,0.117,↑,0
2024-11-16,niskie,0.438,↑,0
2024-11-17,wysokie,0.725,↑,0
2024-11-18,wysokie,0.833,↑,0
2024-11-19,wysokie,0.907,↑,0
2024-11-20,wysokie,0.947,↑,1
2024-11-21,wysokie,0.938,↓,1
2024-11-22,wysokie,0.913,↓,1
2024-11-23,wysokie,0.913,↓,1
2024-11-24,wysokie,0.773,↓,0
2024-11-25,wysokie,0.705,↓,0
2024-11-26,średnie,0.553,↓,0
2024-11-27,niskie,0.441,↓,0
2024-11-28,wysokie,0.702,↑,1
2024-11-29,wysokie,0.83,↑,1
2024-11-30,wysokie,0.667,↓,0
2024-12-01,wysokie,0.71,↑,0
2024-12-02,wysokie,0.715,↑,0
2024-12-03,wysokie,0.808,↑,0
2024-12-04,wysokie,0.846,↑,0
2024-12-05,wysokie,0.735,↓,0
2024-12-06,wysokie,0.73,↓,0
2024-12-07,wysokie,0.719,↓,0
2024-12-08,wysokie,0.665,↓,0
2024-12-09,średnie,0.508,↓,0
2024-12-10,niskie,0.208,↓,0
2024-12-11,niskie,0.203,↓,0
2024-12-12,niskie,0.152,↓,0
2024-12-13,niskie,0.149,↓,0
2024-12-14,średnie,0.537,↑,0
2024-12-15,wysokie,0.715,↑,0
2024-12-16,wysokie,0.808,↑,0
2024-12-17,wysokie,0.862,↑,0
2024-12-18,wysokie,0.902,↑,0
2024-12-19,wysokie,0.928,↑,0
2024-12-20,wysokie,0.963,↑,0
2024-12-21,wysokie,0.941,↓,0
2024-12-22,wysokie,0.906,↓,0
2024-12-23,wysokie,0.908,↑,0
2024-12-24,wysokie,0.924,↑,1
2024-12-25,wysokie,0.728,↓,0
2024-12-26,średnie,0.54,↓,0
2024-12-27,niskie,0.469,↓,0
2024-12-28,średnie,0.589,↑,0
2024-12-29,wysokie,0.71,↑,0
2024-12-30,wysokie,0.772,↑,0
2024-12-31,wysokie,0.785,↑,1
2025-01-01,wysokie,0.863,↑,0
2025-01-02,wysokie,0.895,↑,1
2025-01-03,wysokie,0.905,↑,1
2025-01-04,wysokie,0.904,↓,1
2025-01-05,wysokie,0.888,↓,1
2025-01-06,wysokie,0.905,↑,1
2025-01-07,wysokie,0.905,↓,1
2025-01-08,wysokie,0.795,↓,0
2025-01-09,wysokie,0.799,↑,1
2025-01-10,wysokie,0.863,↑,1
2025-01-11,wysokie,0.906,↑,1
2025-01-12,wysokie,0.951,↑,1
2025-01-13,wysokie,0.875,↓,1
2025-01-14,wysokie,0.866,↓,0
2025-01-15,wysokie,0.9,↑,1
2025-01-16,wysokie,0.842,↓,1
2025-01-17,średnie,0.647,↓,0
2025-01-18,średnie,0.586,↓,1
2025-01-19,średnie,0.577,↓,1
2025-01-20,średnie,0.591,↑,0
2025-01-21,niskie,0.244,↓,0
2025-01-22,niskie,0.208,↓,0
2025-01-23,niskie,0.426,↑,0
2025-01-24,niskie,0.482,↑,0
2025-01-25,średnie,0.553,↑,0
2025-01-26,średnie,0.622,↑,0
2025-01-27,wysokie,0.665,↑,0
2025-01-28,wysokie,0.716,↑,0
2025-01-29,wysokie,0.68,↓,0
2025-01-30,średnie,0.562,↓,0
2025-01-31,wysokie,0.661,↑,0
2025-02-01,średnie,0.547,↓,0
2025-02-02,niskie,0.474,↓,0
2025-02-03,niskie,0.493,↑,0
2025-02-04,niskie,0.36,↓,0
2025-02-05,niskie,0.292,↓,0
2025-02-06,niskie,0.206,↓,0
2025-02-07,niskie,0.066,↓,0
2025-02-08,niskie,0.079,↑,0
2025-02-09,niskie,0.078,↓,0
2025-02-10,niskie,0.047,↓,0
2025-02-11,niskie,0.048,↑,0
2025-02-12,niskie,0.098,↑,0
2025-02-13,niskie,0.13,↑,0
2025-02-14,niskie,0.121,↓,0
2025-02-15,niskie,0.02,↓,0
2025-02-16,niskie,0.011,↓,0
2025-02-17,niskie,0.006,↓,0
2025-02-18,niskie,0.005,↓,0
2025-02-19,niskie,0.003,↓,0
2025-02-20,niskie,0.002,↓,0
2025-02-21,niskie,0.006,↑,0
2025-02-22,niskie,0.019,↑,0
2025-02-23,niskie,0.031,↑,0
2025-02-24,niskie,0.082,↑,0
2025-02-25,niskie,0.169,↑,0
2025-02-26,niskie,0.199,↑,0
2025-02-27,niskie,0.208,↑,0
2025-02-28,niskie,0.232,↑,0
2025-03-01,niskie,0.165,↓,0
2025-03-02,niskie,0.154,↓,0
2025-03-03,niskie,0.07,↓,0
2025-03-04,niskie,0.063,↓,0
2025-03-05,niskie,0.06,↓,0
2025-03-06,niskie,0.025,↓,0
2025-03-07,niskie,0.012,↓,0
2025-03-08,niskie,0.016,↑,0
2025-03-09,niskie,0.055,↑,0
2025-03-10,niskie,0.141,↑,0
2025-03-11,niskie,0.201,↑,0
2025-03-12,niskie,0.113,↓,0
2025-03-13,niskie,0.318,↑,0
2025-03-14,średnie,0.501,↑,0
2025-03-15,niskie,0.427,↓,0
2025-03-16,niskie,0.366,↓,0
2025-03-17,niskie,0.34,↓,1
2025-03-18,niskie,0.316,↓,0
2025-03-19,niskie,0.308,↓,0
2025-03-20,niskie,0.273,↓,0
2025-03-21,niskie,0.217,↓,0
2025-03-22,niskie,0.122,↓,0
2025-03-23,niskie,0.121,↓,0
2025-03-24,niskie,0.11,↓,0
2025-03-25,niskie,0.054,↓,0
2025-03-26,niskie,0.059,↑,0
2025-03-27,niskie,0.036,↓,0
2025-03-28,niskie,0.059,↑,0
2025-03-29,niskie,0.046,↓,0
2025-03-30,niskie,0.051,↑,0
2025-03-31,niskie,0.163,↑,0
2025-04-01,niskie,0.188,↑,0
2025-04-02,niskie,0.12,↓,0
2025-04-03,niskie,0.13,↑,0
2025-04-04,niskie,0.2,↑,0
2025-04-05,niskie,0.298,↑,1
2025-04-06,niskie,0.196,↓,0
2025-04-07,niskie,0.098,↓,0
2025-04-08,niskie,0.05,↓,0
2025-04-09,niskie,0.1,↑,0
2025-04-10,niskie,0.074,↓,0
2025-04-11,niskie,0.093,↑,0
2025-04-12,niskie,0.06,↓,0
2025-04-13,niskie,0.089,↑,0
2025-04-14,niskie,0.255,↑,0
2025-04-15,niskie,0.203,↓,0
2025-04-16,niskie,0.138,↓,0
2025-04-17,niskie,0.098,↓,0
2025-04-18,niskie,0.041,↓,0
2025-04-19,niskie,0.04,↓,0
2025-04-20,niskie,0.03,↓,0
2025-04-21,niskie,0.027,↓,0
2025-04-22,niskie,0.14,↑,0
2025-04-23,niskie,0.227,↑,0
2025-04-24,niskie,0.203,↓,0
2025-04-25,niskie,0.072,↓,0
2025-04-26,niskie,0.028,↓,0
2025-04-27,niskie,0.01,↓,0
2025-04-28,niskie,0.018,↑,0
2025-04-29,niskie,0.027,↑,0
2025-04-30,niskie,0.031,↑,0
2025-05-01,niskie,0.025,↓,0
2025-05-02,niskie,0.073,↑,0
2025-05-03,niskie,0.092,↑,0
2025-05-04,niskie,0.346,↑,0
2025-05-05,niskie,0.369,↑,0
2025-05-06,niskie,0.183,↓,0
2025-05-07,niskie,0.124,↓,0
2025-05-08,niskie,0.067,↓,0
2025-05-09,niskie,0.056,↓,0
2025-05-10,niskie,0.051,↓,0
2025-05-11,niskie,0.017,↓,0
2025-05-12,niskie,0.013,↓,0
2025-05-13,niskie,0.021,↑,0
2025-05-14,niskie,0.047,↑,0
2025-05-15,niskie,0.155,↑,0
2025-05-16,niskie,0.399,↑,0
2025-05-17,niskie,0.406,↑,0
2025-05-18,niskie,0.383,↓,0
2025-05-19,niskie,0.221,↓,0
2025-05-20,niskie,0.054,↓,0
2025-05-21,niskie,0.047,↓,0
2025-05-22,niskie,0.036,↓,0
2025-05-23,niskie,0.026,↓,0
2025-05-24,niskie,0.018,↓,0
2025-05-25,niskie,0.024,↑,0
2025-05-26,niskie,0.038,↑,0
2025-05-27,niskie,0.025,↓,0
2025-05-28,niskie,0.071,↑,0
2025-05-29,niskie,0.132,↑,0
2025-05-30,niskie,0.077,↓,0
2025-05-31,niskie,0.056,↓,0
2025-06-01,niskie,0.146,↑,0
2025-06-02,niskie,0.158,↑,0
2025-06-03,niskie,0.12,↓,0
2025-06-04,niskie,0.181,↑,0
2025-06-05,niskie,0.222,↑,0
2025-06-06,niskie,0.234,↑,0
2025-06-07,niskie,0.214,↓,0
2025-06-08,niskie,0.2,↓,0
2025-06-09,niskie,0.308,↑,0
2025-06-10,niskie,0.377,↑,0
2025-06-11,niskie,0.335,↓,0
2025-06-12,niskie,0.285,↓,0
2025-06-13,niskie,0.165,↓,0
2025-06-14,niskie,0.167,↑,0
2025-06-15,niskie,0.199,↑,0
2025-06-16,niskie,0.15,↓,0
2025-06-17,niskie,0.083,↓,0
2025-06-18,niskie,0.051,↓,0
2025-06-19,niskie,0.037,↓,0
2025-06-20,niskie,0.037,↓,0
2025-06-21,niskie,0.03,↓,0
2025-06-22,niskie,0.028,↓,0
2025-06-23,niskie,0.099,↑,0
2025-06-24,niskie,0.081,↓,0
2025-06-25,niskie,0.137,↑,0
2025-06-26,niskie,0.152,↑,0
2025-06-27,niskie,0.156,↑,0
2025-06-28,niskie,0.121,↓,0
2025-06-29,niskie,0.059,↓,0
2025-06-30,niskie,0.039,↓,1
2025-07-01,niskie,0.025,↓,0
2025-07-02,niskie,0.021,↓,0
2025-07-03,niskie,0.037,↑,0
2025-07-04,niskie,0.026,↓,0
2025-07-05,niskie,0.054,↑,0
2025-07-06,niskie,0.085,↑,0
2025-07-07,niskie,0.292,↑,0
2025-07-08,średnie,0.529,↑,0
2025-07-09,niskie,0.48,↓,0
2025-07-10,niskie,0.254,↓,0
2025-07-11,niskie,0.366,↑,1
2025-07-12,niskie,0.424,↑,1
2025-07-13,niskie,0.321,↓,0
2025-07-14,niskie,0.232,↓,0
2025-07-15,niskie,0.155,↓,0
2025-07-16,niskie,0.24,↑,0
2025-07-17,niskie,0.376,↑,0
2025-07-18,niskie,0.202,↓,0
2025-07-19,niskie,0.053,↓,0
2025-07-20,niskie,0.06,↑,0
2025-07-21,niskie,0.054,↓,0
2025-07-22,niskie,0.127,↑,0
2025-07-23,niskie,0.162,↑,0
2025-07-24,niskie,0.167,↑,0
2025-07-25,niskie,0.087,↓,0
2025-07-26,niskie,0.069,↓,0
2025-07-27,niskie,0.06,↓,0
2025-07-28,niskie,0.416,↑,0
2025-07-29,średnie,0.549,↑,0
2025-07-30,niskie,0.306,↓,0
2025-07-31,niskie,0.025,↓,0
2025-08-01,niskie,0.083,↑,0
2025-08-02,niskie,0.152,↑,0
2025-08-03,niskie,0.256,↑,0
2025-08-04,niskie,0.157,↓,0
2025-08-05,niskie,0.122,↓,0
2025-08-06,niskie,0.035,↓,0
2025-08-07,niskie,0.037,↑,0
2025-08-08,niskie,0.043,↑,0
2025-08-09,niskie,0.033,↓,0
2025-08-10,niskie,0.04,↑,0
2025-08-11,niskie,0.035,↓,0
2025-08-12,niskie,0.033,↓,0
2025-08-13,niskie,0.029,↓,0
2025-08-14,niskie,0.027,↓,0
2025-08-15,niskie,0.044,↑,0
2025-08-16,niskie,0.042,↓,0
2025-08-17,niskie,0.048,↑,1
2025-08-18,niskie,0.054,↑,0
2025-08-19,niskie,0.121,↑,0
2025-08-20,niskie,0.225,↑,0
2025-08-21,niskie,0.295,↑,0
2025-08-22,niskie,0.18,↓,0
2025-08-23,niskie,0.249,↑,0
2025-08-24,niskie,0.36,↑,1
2025-08-25,niskie,0.489,↑,1
2025-08-26,niskie,0.477,↓,0
2025-08-27,niskie,0.241,↓,0
2025-08-28,niskie,0.138,↓,0
2025-08-29,niskie,0.395,↑,0
2025-08-30,średnie,0.504,↑,0
2025-08-31,niskie,0.392,↓,0
2025-09-01,niskie,0.095,↓,0
2025-09-02,niskie,0.166,↑,0
2025-09-03,niskie,0.209,↑,0
2025-09-04,niskie,0.13,↓,0
2025-09-05,niskie,0.047,↓,0
2025-09-06,niskie,0.087,↑,0
2025-09-07,niskie,0.088,↑,0
2025-09-08,niskie,0.087,↓,0
2025-09-09,niskie,0.044,↓,0
2025-09-10,niskie,0.08,↑,0
2025-09-11,niskie,0.339,↑,0
2025-09-12,średnie,0.528,↑,0
2025-09-13,niskie,0.442,↓,0
2025-09-14,niskie,0.369,↓,0
2025-09-15,niskie,0.359,↓,0
2025-09-16,niskie,0.291,↓,0
2025-09-17,niskie,0.264,↓,0
2025-09-18,niskie,0.136,↓,0
2025-09-19,niskie,0.159,↑,0
2025-09-20,niskie,0.276,↑,0
2025-09-21,niskie,0.275,↓,0
2025-09-22,niskie,0.266,↓,0
2025-09-23,niskie,0.355,↑,0
2025-09-24,niskie,0.356,↑,0
2025-09-25,niskie,0.289,↓,0
2025-09-26,niskie,0.191,↓,0
2025-09-27,niskie,0.164,↓,0
2025-09-28,niskie,0.132,↓,0
2025-09-29,niskie,0.088,↓,0
2025-09-30,niskie,0.051,↓,0
2025-10-01,niskie,0.03,↓,0
2025-10-02,niskie,0.043,↑,0
2025-10-03,niskie,0.074,↑,0
2025-10-04,niskie,0.485,↑,0
2025-10-05,średnie,0.622,↑,0
2025-10-06,wysokie,0.802,↑,0
2025-10-07,wysokie,0.793,↓,0
2025-10-08,wysokie,0.713,↓,0
2025-10-09,średnie,0.648,↓,0
2025-10-10,średnie,0.607,↓,0
2025-10-11,niskie,0.37,↓,0
2025-10-12,niskie,0.285,↓,1
2025-10-13,niskie,0.142,↓,1
2025-10-14,niskie,0.127,↓,0
2025-10-15,niskie,0.068,↓,0
2025-10-16,niskie,0.15,↑,0
2025-10-17,niskie,0.277,↑,0
2025-10-18,średnie,0.597,↑,1
2025-10-19,średnie,0.552,↓,0
2025-10-20,niskie,0.5,↓,0
2025-10-21,niskie,0.323,↓,0
2025-10-22,niskie,0.372,↑,0
2025-10-23,niskie,0.411,↑,0
2025-10-24,średnie,0.547,↑,0
2025-10-25,niskie,0.401,↓,0
2025-10-26,niskie,0.48,↑,0
2025-10-27,niskie,0.402,↓,0
2025-10-28,średnie,0.504,↑,0
2025-10-29,średnie,0.575,↑,0
2025-10-30,wysokie,0.696,↑,1
2025-10-31,wysokie,0.738,↑,1
2025-11-01,wysokie,0.692,↓,0
2025-11-02,średnie,0.626,↓,0
2025-11-03,średnie,0.599,↓,0
2025-11-04,średnie,0.551,↓,0
2025-11-05,niskie,0.341,↓,0
2025-11-06,niskie,0.276,↓,0
2025-11-07,niskie,0.199,↓,0
2025-11-08,niskie,0.206,↑,0
2025-11-09,niskie,0.215,↑,0
2025-11-10,niskie,0.237,↑,0
2025-11-11,niskie,0.191,↓,0
2025-11-12,niskie,0.221,↑,0
2025-11-13,niskie,0.391,↑,0
2025-11-14,średnie,0.599,↑,1
2025-11-15,średnie,0.609,↑,1
2025-11-16,wysokie,0.813,↑,0
2025-11-17,wysokie,0.817,↑,0
2025-11-18,wysokie,0.821,↑,0
2025-11-19,wysokie,0.755,↓,0
2025-11-20,średnie,0.523,↓,0
2025-11-21,średnie,0.537,↑,1
2025-11-22,niskie,0.358,↓,0
2025-11-23,niskie,0.316,↓,0
2025-11-24,niskie,0.472,↑,0
2025-11-25,wysokie,0.685,↑,0
2025-11-26,wysokie,0.755,↑,0
2025-11-27,wysokie,0.76,↑,0
2025-11-28,wysokie,0.726,↓,0
2025-11-29,wysokie,0.687,↓,0
2025-11-30,niskie,0.185,↓,0
2025-12-01,niskie,0.06,↓,0
2025-12-02,niskie,0.02,↓,0
2025-12-03,niskie,0.033,↑,0
2025-12-04,niskie,0.028,↓,0
2025-12-05,niskie,0.04,↑,0
2025-12-06,niskie,0.074,↑,0
2025-12-07,niskie,0.188,↑,0
2025-12-08,niskie,0.28,↑,0
2025-12-09,niskie,0.376,↑,0
2025-12-10,niskie,0.296,↓,0
2025-12-11,niskie,0.187,↓,0
2025-12-12,niskie,0.298,↑,0
2025-12-13,niskie,0.265,↓,0
2025-12-14,niskie,0.356,↑,0
2025-12-15,niskie,0.387,↑,0
2025-12-16,niskie,0.278,↓,0
2025-12-17,niskie,0.355,↑,0
2025-12-18,niskie,0.275,↓,0
2025-12-19,niskie,0.275,↓,0
2025-12-20,niskie,0.398,↑,0
2025-12-21,niskie,0.179,↓,0
2025-12-22,niskie,0.108,↓,0
2025-12-23,niskie,0.148,↑,0
2025-12-24,niskie,0.109,↓,0
2025-12-25,niskie,0.321,↑,0
2025-12-26,niskie,0.277,↓,0
2025-12-27,średnie,0.536,↑,1
2025-12-28,wysokie,0.747,↑,1
2025-12-29,wysokie,0.806,↑,1
2025-12-30,wysokie,0.8,↓,1
2025-12-31,wysokie,0.835,↑,1
